TriPigeonnier

Nombre de données, Intervalle des données, Taux de dispersion, nombre d'instructions,mémoire maximale(bytes), temps de traitement(us);
10000, 100000, 0,220003, 400032, 617;
10000, 100000, 0,220003, 400032, 616;
10000, 100000, 0,220003, 400032, 618;
10000, 100000, 0,220003, 400032, 623;
10000, 100000, 0,220003, 400032, 619;
10000, 100000, 0,220003, 400032, 617;
10000, 100000, 25,220003, 400032, 616;
10000, 100000, 25,220003, 400032, 995;
10000, 100000, 25,220003, 400032, 588;
10000, 100000, 25,220003, 400032, 618;
10000, 100000, 25,220003, 400032, 618;
10000, 100000, 25,220003, 400032, 619;
10000, 100000, 25,220003, 400032, 691;
10000, 100000, 25,220003, 400032, 617;
10000, 100000, 25,220003, 400032, 578;
10000, 100000, 25,220003, 400032, 580;
10000, 100000, 50,220003, 400032, 616;
10000, 100000, 50,220003, 400032, 639;
10000, 100000, 50,220003, 400032, 580;
10000, 100000, 50,220003, 400032, 583;
10000, 100000, 50,220003, 400032, 579;
10000, 100000, 50,220003, 400032, 579;
10000, 100000, 50,220003, 400032, 692;
10000, 100000, 50,220003, 400032, 626;
10000, 100000, 50,220003, 400032, 578;
10000, 100000, 50,220003, 400032, 582;
10000, 100000, 75,220003, 400032, 620;
10000, 100000, 75,220003, 400032, 617;
10000, 100000, 75,220003, 400032, 579;
10000, 100000, 75,220003, 400032, 581;
10000, 100000, 75,220003, 400032, 619;
10000, 100000, 75,220003, 400032, 606;
10000, 100000, 75,220003, 400032, 578;
10000, 100000, 75,220003, 400032, 578;
10000, 100000, 75,220003, 400032, 580;
10000, 100000, 75,220003, 400032, 580;
10000, 100000, 100,220003, 400032, 625;
10000, 100000, 100,220003, 400032, 621;
10000, 100000, 100,220003, 400032, 580;
10000, 100000, 100,220003, 400032, 578;
10000, 100000, 100,220003, 400032, 579;
10000, 100000, 100,220003, 400032, 579;
10000, 100000, 100,220003, 400032, 580;
10000, 100000, 100,220003, 400032, 581;
10000, 100000, 100,220003, 400032, 617;
10000, 100000, 100,220003, 400032, 579;
20000, 100, 0,40203, 432, 114;
20000, 100, 0,40203, 432, 114;
20000, 100, 0,40203, 432, 123;
20000, 100, 0,40203, 432, 114;
20000, 100, 0,40203, 432, 114;
20000, 100, 0,40203, 432, 114;
20000, 100, 0,40203, 432, 114;
20000, 100, 0,40203, 432, 114;
20000, 100, 0,40203, 432, 114;
20000, 100, 0,40203, 432, 114;
20000, 100, 25,40203, 432, 121;
20000, 100, 25,40203, 432, 121;
20000, 100, 25,40203, 432, 122;
20000, 100, 25,40203, 432, 121;
20000, 100, 25,40203, 432, 122;
20000, 100, 25,40203, 432, 114;
20000, 100, 25,40203, 432, 185;
20000, 100, 25,40203, 432, 191;
20000, 100, 25,40203, 432, 183;
20000, 100, 25,40203, 432, 121;
20000, 100, 50,40203, 432, 121;
20000, 100, 50,40203, 432, 122;
20000, 100, 50,40203, 432, 121;
20000, 100, 50,40203, 432, 121;
20000, 100, 50,40203, 432, 123;
20000, 100, 50,40203, 432, 121;
20000, 100, 50,40203, 432, 121;
20000, 100, 50,40203, 432, 121;
20000, 100, 50,40203, 432, 121;
20000, 100, 50,40203, 432, 181;
20000, 100, 75,40203, 432, 121;
20000, 100, 75,40203, 432, 121;
20000, 100, 75,40203, 432, 122;
20000, 100, 75,40203, 432, 121;
20000, 100, 75,40203, 432, 121;
20000, 100, 75,40203, 432, 168;
20000, 100, 75,40203, 432, 191;
20000, 100, 75,40203, 432, 122;
20000, 100, 75,40203, 432, 121;
20000, 100, 75,40203, 432, 164;
20000, 100, 100,40203, 432, 140;
20000, 100, 100,40203, 432, 122;
20000, 100, 100,40203, 432, 122;
20000, 100, 100,40203, 432, 122;
20000, 100, 100,40203, 432, 123;
20000, 100, 100,40203, 432, 122;
20000, 100, 100,40203, 432, 121;
20000, 100, 100,40203, 432, 121;
20000, 100, 100,40203, 432, 114;
20000, 100, 100,40203, 432, 114;
20000, 1000, 0,42003, 4032, 127;
20000, 1000, 0,42003, 4032, 127;
20000, 1000, 0,42003, 4032, 127;
20000, 1000, 0,42003, 4032, 127;
20000, 1000, 0,42003, 4032, 136;
20000, 1000, 0,42003, 4032, 127;
20000, 1000, 0,42003, 4032, 127;
20000, 1000, 0,42003, 4032, 130;
20000, 1000, 0,42003, 4032, 127;
20000, 1000, 0,42003, 4032, 127;
20000, 1000, 25,42003, 4032, 127;
20000, 1000, 25,42003, 4032, 127;
20000, 1000, 25,42003, 4032, 127;
20000, 1000, 25,42003, 4032, 127;
20000, 1000, 25,42003, 4032, 127;
20000, 1000, 25,42003, 4032, 127;
20000, 1000, 25,42003, 4032, 127;
20000, 1000, 25,42003, 4032, 127;
20000, 1000, 25,42003, 4032, 127;
20000, 1000, 25,42003, 4032, 127;
20000, 1000, 50,42003, 4032, 136;
20000, 1000, 50,42003, 4032, 135;
20000, 1000, 50,42003, 4032, 127;
20000, 1000, 50,42003, 4032, 127;
20000, 1000, 50,42003, 4032, 127;
20000, 1000, 50,42003, 4032, 135;
20000, 1000, 50,42003, 4032, 135;
20000, 1000, 50,42003, 4032, 135;
20000, 1000, 50,42003, 4032, 127;
20000, 1000, 50,42003, 4032, 127;
20000, 1000, 75,42003, 4032, 127;
20000, 1000, 75,42003, 4032, 127;
20000, 1000, 75,42003, 4032, 127;
20000, 1000, 75,42003, 4032, 127;
20000, 1000, 75,42003, 4032, 127;
20000, 1000, 75,42003, 4032, 127;
20000, 1000, 75,42003, 4032, 127;
20000, 1000, 75,42003, 4032, 127;
20000, 1000, 75,42003, 4032, 127;
20000, 1000, 75,42003, 4032, 127;
20000, 1000, 100,42003, 4032, 127;
20000, 1000, 100,42003, 4032, 127;
20000, 1000, 100,42003, 4032, 136;
20000, 1000, 100,42003, 4032, 127;
20000, 1000, 100,42003, 4032, 127;
20000, 1000, 100,42003, 4032, 136;
20000, 1000, 100,42003, 4032, 135;
20000, 1000, 100,42003, 4032, 136;
20000, 1000, 100,42003, 4032, 137;
20000, 1000, 100,42003, 4032, 137;
20000, 10000, 0,60003, 40032, 265;
20000, 10000, 0,60003, 40032, 264;
20000, 10000, 0,60003, 40032, 264;
20000, 10000, 0,60003, 40032, 265;
20000, 10000, 0,60003, 40032, 265;
20000, 10000, 0,60003, 40032, 264;
20000, 10000, 0,60003, 40032, 248;
20000, 10000, 0,60003, 40032, 265;
20000, 10000, 0,60003, 40032, 264;
20000, 10000, 0,60003, 40032, 248;
20000, 10000, 25,60003, 40032, 247;
20000, 10000, 25,60003, 40032, 248;
20000, 10000, 25,60003, 40032, 264;
20000, 10000, 25,60003, 40032, 265;
20000, 10000, 25,60003, 40032, 326;
20000, 10000, 25,60003, 40032, 264;
20000, 10000, 25,60003, 40032, 248;
20000, 10000, 25,60003, 40032, 330;
20000, 10000, 25,60003, 40032, 323;
20000, 10000, 25,60003, 40032, 265;
20000, 10000, 50,60003, 40032, 335;
20000, 10000, 50,60003, 40032, 265;
20000, 10000, 50,60003, 40032, 266;
20000, 10000, 50,60003, 40032, 248;
20000, 10000, 50,60003, 40032, 265;
20000, 10000, 50,60003, 40032, 264;
20000, 10000, 50,60003, 40032, 264;
20000, 10000, 50,60003, 40032, 264;
20000, 10000, 50,60003, 40032, 265;
20000, 10000, 50,60003, 40032, 264;
20000, 10000, 75,60003, 40032, 344;
20000, 10000, 75,60003, 40032, 264;
20000, 10000, 75,60003, 40032, 265;
20000, 10000, 75,60003, 40032, 265;
20000, 10000, 75,60003, 40032, 265;
20000, 10000, 75,60003, 40032, 265;
20000, 10000, 75,60003, 40032, 266;
20000, 10000, 75,60003, 40032, 300;
20000, 10000, 75,60003, 40032, 248;
20000, 10000, 75,60003, 40032, 247;
20000, 10000, 100,60003, 40032, 248;
